Mixture	mincpg	totalreadCT	totalreadnonCT	acceptedtrueCTcount	acceptedfalseCTcount	true_pos/all_pos	rejectedtrueCTcount	rejectedfalseCTcount	true_neg/all_neg	false_neg/all_pos	false_pos/all_neg	F1-score	totalTestedreadCT	totalTestedreadnonCT	totalTestedread	totalread	mNeu_real_rdtotal	mNeu_real_rdtested	mNeu_real
mNeuallrange_NR_81205_insilmix23	3	12	39552	0	0	-1.0	83	0	1.0	-1.0	0.0	-1.0	0	83	83	39564	0.00030330603579011223	0.0	0.030785523
mNeuallrange_NR_81205_insilmix42	3	239	39283	0	1	0.0	80	0	1.0	-1.0	0.012345679012345678	0.0	0	81	81	39522	0.0060472648145336785	0.0	0.604880933
mNeuallrange_NR_81205_insilmix31	3	56	39482	0	1	0.0	85	0	1.0	-1.0	0.011627906976744186	0.0	0	86	86	39538	0.0014163589458242704	0.0	0.139227717
mNeuallrange_NR_81205_insilmix15	3	2	39517	0	1	0.0	83	0	1.0	-1.0	0.011904761904761904	0.0	0	84	84	39519	5.060856803056758e-05	0.0	0.004929144
mNeuallrange_NR_81205_insilmix51	3	27639	11843	30	0	1.0	26	1	0.9629629629629628	0.03225806451612903	0.0	0.9836065573770492	31	26	57	39482	0.7000405247961096	0.543859649122807	69.98262113
mNeuallrange_NR_81205_insilmix22	3	12	39532	0	0	-1.0	73	0	1.0	-1.0	0.0	-1.0	0	73	73	39544	0.000303459437588509	0.0	0.030792728
mNeuallrange_NR_81205_insilmix7	3	1	39567	0	0	-1.0	83	0	1.0	-1.0	0.0	-1.0	0	83	83	39568	2.5272947836635667e-05	0.0	0.002463418
mNeuallrange_NR_81205_insilmix40	3	239	39334	0	0	-1.0	77	0	1.0	-1.0	0.0	-1.0	0	77	77	39573	0.006039471356733126	0.0	0.6047095920000001
mNeuallrange_NR_81205_insilmix33	3	56	39468	0	1	0.0	86	0	1.0	-1.0	0.011494252873563218	0.0	0	87	87	39524	0.0014168606416354618	0.0	0.139198561
mNeuallrange_NR_81205_insilmix53	3	19724	19722	19	0	1.0	32	1	0.9696969696969696	0.05	0.0	0.9743589743589745	20	32	52	39446	0.5000253511129139	0.38461538461538464	49.9661042
mNeuallrange_NR_81205_insilmix17	3	4	39498	0	0	-1.0	77	0	1.0	-1.0	0.0	-1.0	0	77	77	39502	0.0001012606956609792	0.0	0.009851367
mNeuallrange_NR_81205_insilmix20	3	7	39620	0	0	-1.0	75	0	1.0	-1.0	0.0	-1.0	0	75	75	39627	0.00017664723547076492	0.0	0.017249663999999998
mNeuallrange_NR_81205_insilmix18	3	4	39468	0	0	-1.0	83	0	1.0	-1.0	0.0	-1.0	0	83	83	39472	0.00010133765707336846	0.0	0.009855494
mNeuallrange_NR_81205_insilmix41	3	239	39295	0	1	0.0	83	0	1.0	-1.0	0.011904761904761904	0.0	0	84	84	39534	0.006045429250771488	0.0	0.604895837
mNeuallrange_NR_81205_insilmix32	3	56	39369	0	0	-1.0	76	0	1.0	-1.0	0.0	-1.0	0	76	76	39425	0.0014204185161699428	0.0	0.139210565
mNeuallrange_NR_81205_insilmix52	3	19724	19749	19	0	1.0	41	1	0.9761904761904762	0.05	0.0	0.9743589743589745	20	41	61	39473	0.4996833278443493	0.3278688524590164	49.96302504
mNeuallrange_NR_81205_insilmix21	3	7	39453	0	1	0.0	76	0	1.0	-1.0	0.012987012987012988	0.0	0	77	77	39460	0.00017739483020780538	0.0	0.017245415
mNeuallrange_NR_81205_insilmix10	3	1	39533	0	0	-1.0	75	0	1.0	-1.0	0.0	-1.0	0	75	75	39534	2.529468305762129e-05	0.0	0.002463358
mNeuallrange_NR_81205_insilmix49	3	27639	11821	30	0	1.0	25	1	0.9615384615384616	0.03225806451612903	0.0	0.9836065573770492	31	25	56	39460	0.7004308160162189	0.5535714285714286	69.97313418
mNeuallrange_NR_81205_insilmix29	3	33	39477	0	1	0.0	84	0	1.0	-1.0	0.011764705882352941	0.0	0	85	85	39510	0.0008352315869400152	0.0	0.082566207
mNeuallrange_NR_81205_insilmix55	3	11819	27666	11	0	1.0	56	0	1.0	0.0	0.0	1.0	11	56	67	39485	0.2993288590604027	0.16417910447761194	29.9567505
mNeuallrange_NR_81205_insilmix11	3	1	39571	0	0	-1.0	73	0	1.0	-1.0	0.0	-1.0	0	73	73	39572	2.5270393207318306e-05	0.0	0.002463085
mNeuallrange_NR_81205_insilmix26	3	20	39454	0	1	0.0	79	0	1.0	-1.0	0.0125	0.0	0	80	80	39474	0.0005066626133657597	0.0	0.050487015
mNeuallrange_NR_81205_insilmix46	3	35557	3938	42	0	1.0	7	2	0.7777777777777778	0.045454545454545456	0.0	0.9767441860465116	44	7	51	39495	0.9002911760982403	0.8627450980392157	90.00098597
mNeuallrange_NR_81205_insilmix35	3	90	39391	0	0	-1.0	72	0	1.0	-1.0	0.0	-1.0	0	72	72	39481	0.0022795775182999412	0.0	0.225397216
mNeuallrange_NR_81205_insilmix14	3	2	39530	0	0	-1.0	70	0	1.0	-1.0	0.0	-1.0	0	70	70	39532	5.059192552868562e-05	0.0	0.004926048
mNeuallrange_NR_81205_insilmix9	3	1	39556	0	1	0.0	85	0	1.0	-1.0	0.011627906976744186	0.0	0	86	86	39557	2.52799757312233e-05	0.0	0.002463145
mNeuallrange_NR_81205_insilmix39	3	147	39403	0	1	0.0	78	0	1.0	-1.0	0.012658227848101266	0.0	0	79	79	39550	0.003716814159292035	0.0	0.369594678
mNeuallrange_NR_81205_insilmix59	3	3924	35589	4	1	0.8	76	0	1.0	0.0	0.012987012987012988	0.8888888888888888	4	77	81	39513	0.09930908814820437	0.04938271604938271	9.971408149
mNeuallrange_NR_81205_insilmix25	3	20	39529	0	0	-1.0	79	0	1.0	-1.0	0.0	-1.0	0	79	79	39549	0.0005057017876558194	0.0	0.050505673
mNeuallrange_NR_81205_insilmix56	3	11819	27614	11	1	0.9166666666666666	54	0	1.0	0.0	0.01818181818181818	0.9565217391304348	11	55	66	39433	0.2997235817716126	0.16666666666666666	29.9567505
mNeuallrange_NR_81205_insilmix36	3	90	39438	0	1	0.0	84	0	1.0	-1.0	0.011764705882352941	0.0	0	85	85	39528	0.0022768670309653923	0.0	0.225499982
mNeuallrange_NR_81205_insilmix45	3	391	39216	0	0	-1.0	78	0	1.0	-1.0	0.0	-1.0	0	78	78	39607	0.009871992324589088	0.0	0.994087214
mNeuallrange_NR_81205_insilmix27	3	20	39465	0	1	0.0	84	0	1.0	-1.0	0.011764705882352941	0.0	0	85	85	39485	0.0005065214638470307	0.0	0.050511273
mNeuallrange_NR_81205_insilmix54	3	19724	19751	19	0	1.0	44	1	0.9777777777777776	0.05	0.0	0.9743589743589745	20	44	64	39475	0.49965801139962	0.3125	49.99075113
mNeuallrange_NR_81205_insilmix34	3	90	39519	0	0	-1.0	79	0	1.0	-1.0	0.0	-1.0	0	79	79	39609	0.0022722108611679163	0.0	0.225405545
mNeuallrange_NR_81205_insilmix47	3	35557	3933	42	0	1.0	5	2	0.7142857142857143	0.045454545454545456	0.0	0.9767441860465116	44	5	49	39490	0.9004051658647759	0.8979591836734694	90.00209522
mNeuallrange_NR_81205_insilmix48	3	35557	3941	42	0	1.0	7	2	0.7777777777777778	0.045454545454545456	0.0	0.9767441860465116	44	7	51	39498	0.9002227960909414	0.8627450980392157	90.00542313
mNeuallrange_NR_81205_insilmix28	3	33	39467	0	1	0.0	71	0	1.0	-1.0	0.013888888888888888	0.0	0	72	72	39500	0.0008354430379746836	0.0	0.082547896
mNeuallrange_NR_81205_insilmix19	3	7	39507	0	0	-1.0	66	0	1.0	-1.0	0.0	-1.0	0	66	66	39514	0.00017715240168041706	0.0	0.017234375
mNeuallrange_NR_81205_insilmix16	3	4	39594	0	0	-1.0	84	0	1.0	-1.0	0.0	-1.0	0	84	84	39598	0.0001010152027880196	0.0	0.00985428
